lead_id,created_at,brand,utm_source,utm_medium,utm_campaign,lead_status,deal_amount_usd
L-77355,2026-07-26 14:01:00,AUR,,,,SQL,
L-76872,2026-07-14 08:09:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-82288,2026-07-20 08:34:00,PKF,google,paid_social,(not set),SQL,
L-73432,2026-07-02 13:57:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-70657,2026-07-02 09:38:00,AUR,,,,Lead,
L-80119,2026-05-03 08:55:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-76035,2026-07-04 17:50:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-70229,2026-05-23 16:09:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-74899,2026-06-09 09:17:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71340,2026-05-24 09:33:00,AUR,,,,Lead,
L-82215,2026-07-13 20:28:00,NMB,google,paid_social,(not set),MQL,
L-80036,2026-07-27 14:37:00,NMB,adwords,cpc,NMB_US_PMax_2026Q2,Lead,
L-70303,2026-06-02 17:27:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-80792,2026-06-12 21:47:00,PKF,,,,Lead,
L-75182,2026-07-06 15:53:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-80153,2026-05-10 19:06:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,MQL,
L-81013,2026-07-12 22:41:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-76593,2026-06-09 16:36:00,AUR,,,,Lead,
L-71753,2026-06-29 09:13:00,AUR,,,,Lead,
L-78747,2026-05-09 08:24:00,PKF,,,,MQL,
L-78604,2026-07-23 09:44:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,8800
L-73286,2026-06-25 16:51:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-81569,2026-05-16 14:14:00,PKF,google,paid_social,(not set),SQL,
L-79641,2026-07-08 20:23:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-81852,2026-06-10 19:15:00,PKF,google,paid_social,(not set),MQL,
L-71680,2026-06-22 21:44:00,AUR,,,,Lead,
L-76663,2026-06-19 16:37:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-71960,2026-07-15 12:16:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-79280,2026-05-28 11:50:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-79062,2026-07-28 17:34:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,MQL,
L-72126,2026-05-02 19:03:00,AUR,,,,Closed Won,5200
L-75748,2026-05-30 12:16:00,NMB,,,,Lead,
L-77679,2026-05-24 08:34:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80017,2026-07-16 19:54:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Closed Won,1900
L-73772,2026-07-25 16:57:00,PKF,,,,SQL,
L-75879,2026-06-15 18:23:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,SQL,
L-75355,2026-07-22 11:45:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-71021,2026-07-29 15:58:00,AUR,,,,MQL,
L-78071,2026-06-19 09:52:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-72771,2026-05-21 22:47:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-81358,2026-07-22 13:12:00,NMB,TikTok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-76094,2026-07-11 10:24:00,NMB,,,,Lead,
L-78920,2026-06-25 13:17:00,PKF,,,,Lead,
L-79958,2026-06-13 09:35:00,NMB,adwords,cpc,NMB_US_PMax_2026Q2,MQL,
L-77546,2026-05-14 10:37:00,PKF,,,,SQL,
L-80134,2026-05-06 08:59:00,AUR,,,,Lead,
L-75416,2026-07-26 17:24:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-70053,2026-05-07 13:25:00,AUR,,,,Lead,
L-81606,2026-05-20 14:13:00,AUR,,,,Lead,
L-79836,2026-07-29 13:32:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-81709,2026-05-28 22:44:00,NMB,,,,Lead,
L-82199,2026-07-11 12:48:00,NMB,,,,Closed Won,3600
L-75109,2026-06-29 12:04:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77780,2026-05-30 11:31:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-77122,2026-05-27 08:12:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-75403,2026-07-25 19:16:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,SQL,
L-79019,2026-07-19 16:53:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-82208,2026-07-13 22:59:00,AUR,,,,Closed Won,2400
L-74150,2026-06-14 09:35:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-76473,2026-05-23 18:13:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-77775,2026-05-31 18:36:00,PKF,,,,Lead,
L-77076,2026-05-19 13:10:00,AUR,,,,Closed Won,5200
L-74611,2026-05-14 15:44:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-81816,2026-06-07 18:37:00,PKF,google,paid_social,(not set),Lead,
L-74809,2026-06-02 15:46:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71379,2026-05-26 13:23:00,AUR,,,,MQL,
L-78507,2026-07-19 14:54:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-80171,2026-05-17 11:21:00,AUR,,,,Lead,
L-77193,2026-06-15 19:54:00,AUR,,,,Lead,
L-79672,2026-07-12 17:21:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-81615,2026-05-20 09:09:00,NMB,,,,Lead,
L-79191,2026-05-16 21:56:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-79334,2026-06-04 12:59:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-78844,2026-06-03 11:14:00,PKF,,,,Lead,
L-70738,2026-07-07 19:42:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-73666,2026-07-18 14:02:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-72328,2026-07-04 13:03:00,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,SQL,
L-78021,2026-06-17 15:09:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-78513,2026-07-19 12:06:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-72951,2026-06-04 11:51:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-72564,2026-05-08 21:35:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-79165,2026-05-11 16:38:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-71275,2026-05-18 10:59:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-77046,2026-05-13 15:21:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-74457,2026-07-29 20:53:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-73425,2026-07-02 15:01:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-78156,2026-06-24 11:23:00,PKF,,,,Lead,
L-79722,2026-07-16 08:05:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-80146,2026-05-09 15:17:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,MQL,
L-70746,2026-07-09 16:43:00,AUR,,,,Lead,
L-77978,2026-06-13 11:17:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81836,2026-06-09 18:53:00,PKF,google,paid_social,(not set),Lead,
L-75276,2026-07-15 20:03:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-78543,2026-07-22 22:49:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-76178,2026-07-21 10:12:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-75000,2026-06-18 10:13:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72638,2026-05-14 21:31:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-74088,2026-06-04 09:26:00,PKF,,,,Lead,
L-77361,2026-07-29 18:12:00,AUR,,,,Lead,
L-75709,2026-05-27 21:47:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-71750,2026-06-28 18:19:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-70604,2026-06-29 18:16:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-76922,2026-07-20 21:42:00,AUR,,,,Lead,
L-78320,2026-07-06 10:48:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-72263,2026-06-14 11:51:00,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-74868,2026-06-07 08:55:00,NMB,,,,Closed Won,8800
L-80524,2026-05-07 10:51:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-75550,2026-05-09 18:20:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-70501,2026-06-20 19:05:00,AUR,,,,Lead,
L-71149,2026-05-08 09:55:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-78856,2026-06-05 09:17:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,SQL,
L-71931,2026-07-14 17:05:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-80391,2026-07-08 19:09:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-80166,2026-05-15 13:27:00,AUR,,,,Lead,
L-73924,2026-05-09 08:31:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-73495,2026-07-08 13:33:00,PKF,,,,Lead,
L-77489,2026-05-11 21:43:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-76059,2026-07-08 22:43:00,NMB,,,,Lead,
L-81951,2026-06-19 13:29:00,PKF,google,paid_social,(not set),MQL,
L-76921,2026-07-21 11:07:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-72235,2026-06-05 22:28:00,AUR,,,,Lead,
L-81540,2026-05-14 22:19:00,PKF,google,paid_social,(not set),Lead,
L-72625,2026-05-13 17:14:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-79892,2026-05-15 22:17:00,NMB,,,,Lead,
L-79928,2026-05-31 18:04:00,NMB,adwords,cpc,NMB_US_PMax_2026Q2,Lead,
L-72486,2026-05-04 13:22:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-82237,2026-07-15 12:35:00,PKF,google,paid_social,(not set),Lead,
L-76967,2026-07-28 12:06:00,AUR,,,,Lead,
L-73751,2026-07-25 12:11:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,MQL,
L-76646,2026-06-17 22:04:00,AUR,,,,Closed Won,1900
L-70720,2026-07-08 17:51:00,AUR,,,,MQL,
L-73378,2026-06-29 17:39:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-74082,2026-06-03 18:32:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-73781,2026-07-25 16:53:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-72436,2026-07-31 12:12:00,AUR,,,,Lead,
L-72519,2026-05-06 17:18:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-79034,2026-07-22 10:55:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,Lead,
L-80207,2026-05-24 19:45:00,AUR,,,,Lead,
L-78510,2026-07-18 08:43:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-74084,2026-06-04 10:59:00,PKF,,,,Lead,
L-78063,2026-06-17 09:21:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-70914,2026-07-20 13:53:00,AUR,,,,Lead,
L-77028,2026-05-07 12:30:00,AUR,,,,Lead,
L-71532,2026-06-09 20:08:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-78953,2026-07-02 08:40:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,Lead,
L-74450,2026-07-29 13:32:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-79497,2026-06-21 15:19:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-75475,2026-07-29 13:40:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-78406,2026-07-14 12:29:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-82194,2026-07-11 17:05:00,AUR,,,,MQL,
L-81404,2026-05-02 20:37:00,PKF,google,paid_social,(not set),Lead,
L-70489,2026-06-19 20:41:00,AUR,,,,SQL,
L-75977,2026-06-28 19:44:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-72385,2026-07-17 16:28:00,AUR,fb,paid_social,aurelia|prospecting|meta|may26,Lead,
L-71992,2026-07-19 08:10:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-72332,2026-07-04 21:01:00,AUR,paid_social,paid_social,aurelia|prospecting|meta|may26,MQL,
L-71389,2026-05-28 17:51:00,AUR,,,,Lead,
L-77573,2026-05-16 17:02:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-79073,2026-07-30 09:12:00,PKF,,,,Lead,
L-81986,2026-06-22 14:12:00,NMB,google,paid_social,(not set),Lead,
L-74140,2026-06-12 10:13:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-77306,2026-07-12 22:52:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,SQL,
L-70127,2026-05-16 21:19:00,AUR,,,,Lead,
L-71157,2026-05-08 15:40:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-80041,2026-07-29 08:27:00,NMB,google,cpc,NMB_US_PMax_2026Q2,MQL,
L-80095,2026-05-10 10:23:00,PKF,Google Ads,cpc,PKF_US_Video_Test_C,Lead,
L-80395,2026-07-09 19:28:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-70597,2026-06-28 09:15:00,AUR,,,,SQL,
L-71105,2026-05-06 20:18:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-76944,2026-07-23 12:08:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-70203,2026-05-21 09:29:00,AUR,,,,MQL,
L-79878,2026-05-06 20:22:00,NMB,adwords,cpc,NMB_US_PMax_2026Q2,Lead,
L-75762,2026-05-31 20:45:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-82329,2026-07-23 17:20:00,PKF,google,paid_social,(not set),SQL,
L-81251,2026-06-05 08:17:00,NMB,,,,Lead,
L-74503,2026-05-06 20:34:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76832,2026-07-09 08:39:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-73267,2026-06-24 19:05:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-72659,2026-05-16 11:58:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-71114,2026-05-05 16:37:00,AUR,,,,Lead,
L-71579,2026-06-12 15:10:00,AUR,,,,Lead,
L-71608,2026-06-16 20:19:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-81474,2026-05-08 20:00:00,PKF,google,paid_social,(not set),Lead,
L-75418,2026-07-25 14:32:00,NMB,,,,MQL,
L-76068,2026-07-07 19:18:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-81277,2026-06-16 13:51:00,NMB,TikTok,paid_social,NMB_TikTok_Prospecting_2026Q2,MQL,
L-73505,2026-07-08 18:53:00,PKF,,,,MQL,
L-71482,2026-06-05 19:26:00,AUR,,,,Lead,
L-74344,2026-07-13 13:20:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-72272,2026-06-15 15:39:00,AUR,,,,Lead,
L-70168,2026-05-21 09:15:00,AUR,,,,Lead,
L-78380,2026-07-10 08:28:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-77412,2026-05-05 19:29:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,8800
L-81071,2026-07-17 16:52:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-75380,2026-07-24 18:45:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76418,2026-05-18 15:34:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-82045,2026-06-28 07:07:00,PKF,google,paid_social,(not set),Lead,
L-79332,2026-06-02 12:58:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-74594,2026-05-15 09:26:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-80843,2026-06-20 16:48:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Closed Won,2400
L-78696,2026-07-31 22:54:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-77336,2026-07-20 22:55:00,AUR,,,,MQL,
L-71996,2026-07-21 09:52:00,AUR,,,,Lead,
L-71422,2026-05-30 22:59:00,AUR,,,,Lead,
L-71180,2026-05-11 21:57:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-74795,2026-06-01 12:34:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-79237,2026-05-21 09:39:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-76588,2026-06-09 19:33:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-75463,2026-07-30 14:08:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-79699,2026-07-13 18:17:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-72004,2026-07-22 10:00:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-81538,2026-05-14 15:26:00,PKF,,,,Lead,
L-78425,2026-07-13 14:57:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-78028,2026-06-16 08:36:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-72062,2026-07-24 12:44:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-70893,2026-07-20 18:29:00,AUR,,,,Lead,
L-79205,2026-05-15 17:42:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Closed Won,1900
L-82371,2026-07-27 11:43:00,PKF,,,,Lead,
L-77249,2026-06-29 15:05:00,AUR,,,,Lead,
L-70765,2026-07-09 09:38:00,AUR,,,,MQL,
L-72999,2026-06-05 20:59:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,MQL,
L-70275,2026-05-31 15:48:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-73911,2026-05-07 08:54:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-73621,2026-07-15 14:56:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-80712,2026-05-31 18:14:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-79009,2026-07-17 16:58:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,Closed Won,8800
L-79849,2026-07-30 20:14:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-81121,2026-07-23 16:09:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-77221,2026-06-23 22:05:00,AUR,,,,MQL,
L-71888,2026-07-12 22:58:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-79868,2026-07-31 08:49:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-75351,2026-07-22 15:53:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-75650,2026-05-21 09:16:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-70024,2026-05-04 09:14:00,AUR,,,,Lead,
L-78163,2026-06-23 22:27:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-70735,2026-07-09 10:28:00,AUR,,,,Lead,
L-76025,2026-07-03 15:59:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-81168,2026-05-01 20:51:00,NMB,TikTok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-72366,2026-07-09 15:57:00,AUR,,,,Lead,
L-70462,2026-06-17 08:43:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-77257,2026-07-01 09:45:00,AUR,,,,Lead,
L-81477,2026-05-08 09:59:00,PKF,google,paid_social,(not set),Lead,
L-80380,2026-07-05 13:48:00,AUR,,,,MQL,
L-70687,2026-07-04 08:24:00,AUR,,,,Lead,
L-73693,2026-07-21 13:42:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-75117,2026-07-01 11:09:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-79448,2026-06-16 18:00:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-72100,2026-07-30 21:26:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-76730,2026-06-25 17:51:00,AUR,,,,Lead,
L-76782,2026-07-03 12:40:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-81408,2026-05-02 18:52:00,NMB,google,paid_social,(not set),SQL,
L-70394,2026-06-12 08:18:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-71409,2026-05-29 11:47:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-73031,2026-06-10 16:25:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-80720,2026-06-01 09:16:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-76929,2026-07-23 16:13:00,AUR,,,,MQL,
L-75452,2026-07-30 16:57:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-78045,2026-06-17 19:28:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70036,2026-05-05 19:49:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-72615,2026-05-12 18:19:00,PKF,,,,MQL,
L-78150,2026-06-23 12:23:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81426,2026-05-04 09:30:00,PKF,google,paid_social,(not set),Lead,
L-79911,2026-05-26 19:14:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-71902,2026-07-11 20:22:00,AUR,,,,SQL,
L-81655,2026-05-24 16:33:00,PKF,google,paid_social,(not set),MQL,
L-76942,2026-07-25 19:24:00,AUR,,,,Lead,
L-73899,2026-05-08 18:27:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-74971,2026-06-18 10:49:00,NMB,,,,Lead,
L-75857,2026-06-14 19:40:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-78993,2026-07-11 19:33:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,Lead,
L-75021,2026-06-20 15:02:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-80908,2026-06-27 10:52:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-73510,2026-07-08 13:09:00,PKF,,,,Lead,
L-72842,2026-05-27 14:16:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-80186,2026-05-22 12:04:00,AUR,,,,Lead,
L-81127,2026-07-26 12:38:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-74878,2026-06-09 10:38:00,NMB,,,,Lead,
L-79395,2026-06-08 14:23:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-73683,2026-07-20 18:58:00,PKF,,,,Lead,
L-75445,2026-07-29 15:03:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-79148,2026-05-12 19:02:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-79647,2026-07-10 17:44:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Closed Won,3600
L-72658,2026-05-15 09:02:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-73222,2026-06-21 19:49:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-78118,2026-06-21 21:51:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-79238,2026-05-22 20:23:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-77375,2026-07-31 21:59:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,SQL,
L-82236,2026-07-15 14:18:00,AUR,google,paid_social,(not set),MQL,
L-76529,2026-05-30 09:12:00,AUR,,,,Lead,
L-71823,2026-07-03 13:49:00,AUR,,,,MQL,
L-71896,2026-07-11 14:13:00,AUR,,,,MQL,
L-74204,2026-06-24 11:58:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-75033,2026-06-21 16:10:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-80496,2026-05-03 08:54:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-71617,2026-06-16 20:50:00,AUR,,,,Lead,
L-81592,2026-05-18 15:34:00,NMB,,,,Lead,
L-81847,2026-06-10 11:57:00,PKF,google,paid_social,(not set),Lead,
L-76936,2026-07-24 10:56:00,AUR,,,,Lead,
L-77656,2026-05-22 18:35:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-79164,2026-05-12 09:02:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-79123,2026-05-07 16:49:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-75833,2026-06-09 19:50:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
